------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v4.4.0 date format M/d/yyyy at 30 Hz  Filter Normal -----------
Serial Number: MAT2C47090050
Start Time 11:08:00
Start Date 12/17/2014
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:08:59
Download Date 12/17/2014
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
12/17/2014 11:08:10.305,2.268,0.906,-0.13
12/17/2014 11:08:10.338,1.603,0.038,0.104
12/17/2014 11:08:10.371,0.406,0.252,0.55
12/17/2014 11:08:10.404,-0.025,0.038,0.286
12/17/2014 11:08:10.437,-0.067,0.389,0.134
12/17/2014 11:08:10.470,-0.464,0.252,0.017
12/17/2014 11:08:10.505,-0.268,-0.064,0.385
12/17/2014 11:08:10.538,1.264,0.581,0.316
12/17/2014 11:08:10.571,3,1.748,0.195
12/17/2014 11:08:10.605,3,0.286,0.476
12/17/2014 11:08:10.638,1.833,-0.35,-0.247
12/17/2014 11:08:10.671,1.268,0.124,0.065
12/17/2014 11:08:10.704,-0.067,0.765,-0.788
12/17/2014 11:08:10.737,-0.54,0.47,-0.251
12/17/2014 11:08:10.770,0.289,0.299,0.104
12/17/2014 11:08:10.805,-0.59,-0.192,-0.091
12/17/2014 11:08:10.838,0.423,-0.051,-0.022
12/17/2014 11:08:10.871,1.724,0.517,-0.563
12/17/2014 11:08:10.904,2.686,-0.244,-0.091
12/17/2014 11:08:10.937,2.67,0.466,-0.03
12/17/2014 11:08:10.970,1.887,0.449,-0.424
12/17/2014 11:08:11.005,1.1,0.043,0.32
12/17/2014 11:08:11.038,0.385,0.15,0.758
12/17/2014 11:08:11.071,-0.105,-0.034,0.29
12/17/2014 11:08:11.105,0.017,0.201,0.195
12/17/2014 11:08:11.138,-0.184,0.261,0.208
12/17/2014 11:08:11.171,-0.142,0.192,0.364
12/17/2014 11:08:11.204,1.264,0.915,0.364
12/17/2014 11:08:11.237,3,1.786,0.537
12/17/2014 11:08:11.270,3,-0.192,0.476
12/17/2014 11:08:11.305,1.941,-0.654,-0.1
12/17/2014 11:08:11.338,0.921,0.222,0.009
12/17/2014 11:08:11.371,-0.435,0.983,0.255
12/17/2014 11:08:11.404,-0.598,0.41,-0.723
12/17/2014 11:08:11.437,0.289,0.209,0.052
12/17/2014 11:08:11.470,-0.339,0.004,0
12/17/2014 11:08:11.505,1.251,-0.141,-0.818
12/17/2014 11:08:11.538,2.28,0.795,-0.481
12/17/2014 11:08:11.571,2.527,-0.68,0.225
12/17/2014 11:08:11.605,2.891,0.312,0.268
12/17/2014 11:08:11.638,2.452,0.457,-0.351
12/17/2014 11:08:11.671,0.649,0.021,0.727
12/17/2014 11:08:11.704,0.096,0.068,0.52
12/17/2014 11:08:11.737,-0.427,0.013,0.212
12/17/2014 11:08:11.770,0.096,0.209,-0.009
12/17/2014 11:08:11.805,-0.251,0.188,0.065
12/17/2014 11:08:11.838,-0.004,0.004,0.355
12/17/2014 11:08:11.871,0.318,0.983,1.351
12/17/2014 11:08:11.904,3,1.449,0.355
12/17/2014 11:08:11.937,3,0.59,1.078
12/17/2014 11:08:11.970,2.038,-0.551,0.074
12/17/2014 11:08:12.005,1.259,-0.235,0.017
12/17/2014 11:08:12.038,-0.326,0.517,0.251
12/17/2014 11:08:12.071,-0.699,0.034,-0.55
12/17/2014 11:08:12.105,-0.268,0.115,0.095
12/17/2014 11:08:12.138,-0.435,-0.051,0.035
